pha_id,name,pha_type,state,zip_code
ca,California Department of Public Health,STATE,CALIFORNIA,92115
ca,California Department of Public Health,STATE,CALIFORNIA,92116
ca,California Department of Public Health,STATE,CALIFORNIA,92117
ca,California Department of Public Health,STATE,CALIFORNIA,92118
ca,California Department of Public Health,STATE,CALIFORNIA,92119
ca,California Department of Public Health,STATE,CALIFORNIA,92120
ca,California Department of Public Health,STATE,CALIFORNIA,92121
ca,California Department of Public Health,STATE,CALIFORNIA,92122
ca,California Department of Public Health,STATE,CALIFORNIA,92123
ca,California Department of Public Health,STATE,CALIFORNIA,92124
ca,California Department of Public Health,STATE,CALIFORNIA,92126
ca,California Department of Public Health,STATE,CALIFORNIA,92127
ca,California Department of Public Health,STATE,CALIFORNIA,92128
ca,California Department of Public Health,STATE,CALIFORNIA,92129
ca,California Department of Public Health,STATE,CALIFORNIA,92130
ca,California Department of Public Health,STATE,CALIFORNIA,92131
ca,California Department of Public Health,STATE,CALIFORNIA,92132
ca,California Department of Public Health,STATE,CALIFORNIA,92133
ca,California Department of Public Health,STATE,CALIFORNIA,92134
ca,California Department of Public Health,STATE,CALIFORNIA,92135
ca,California Department of Public Health,STATE,CALIFORNIA,92136
ca,California Department of Public Health,STATE,CALIFORNIA,92137
ca,California Department of Public Health,STATE,CALIFORNIA,92138
ca,California Department of Public Health,STATE,CALIFORNIA,92139
ca,California Department of Public Health,STATE,CALIFORNIA,92140
ca,California Department of Public Health,STATE,CALIFORNIA,92142
ca,California Department of Public Health,STATE,CALIFORNIA,92143
ca,California Department of Public Health,STATE,CALIFORNIA,92145
ca,California Department of Public Health,STATE,CALIFORNIA,92147
ca,California Department of Public Health,STATE,CALIFORNIA,92149
ca,California Department of Public Health,STATE,CALIFORNIA,92150
ca,California Department of Public Health,STATE,CALIFORNIA,92152
ca,California Department of Public Health,STATE,CALIFORNIA,92153
ca,California Department of Public Health,STATE,CALIFORNIA,92154
ca,California Department of Public Health,STATE,CALIFORNIA,92155
ca,California Department of Public Health,STATE,CALIFORNIA,92158
ca,California Department of Public Health,STATE,CALIFORNIA,92159
ca,California Department of Public Health,STATE,CALIFORNIA,92160
ca,California Department of Public Health,STATE,CALIFORNIA,92161
ca,California Department of Public Health,STATE,CALIFORNIA,92162
ca,California Department of Public Health,STATE,CALIFORNIA,92163
ca,California Department of Public Health,STATE,CALIFORNIA,92164
ca,California Department of Public Health,STATE,CALIFORNIA,92165
ca,California Department of Public Health,STATE,CALIFORNIA,92166
ca,California Department of Public Health,STATE,CALIFORNIA,92167
ca,California Department of Public Health,STATE,CALIFORNIA,92168
ca,California Department of Public Health,STATE,CALIFORNIA,92169
ca,California Department of Public Health,STATE,CALIFORNIA,92170
ca,California Department of Public Health,STATE,CALIFORNIA,92171
ca,California Department of Public Health,STATE,CALIFORNIA,92172
ca,California Department of Public Health,STATE,CALIFORNIA,92173
ca,California Department of Public Health,STATE,CALIFORNIA,92174
ca,California Department of Public Health,STATE,CALIFORNIA,92175
ca,California Department of Public Health,STATE,CALIFORNIA,92176
ca,California Department of Public Health,STATE,CALIFORNIA,92177
ca,California Department of Public Health,STATE,CALIFORNIA,92178
ca,California Department of Public Health,STATE,CALIFORNIA,92179
ca,California Department of Public Health,STATE,CALIFORNIA,92182
ca,California Department of Public Health,STATE,CALIFORNIA,92184
ca,California Department of Public Health,STATE,CALIFORNIA,92186
ca,California Department of Public Health,STATE,CALIFORNIA,92187
ca,California Department of Public Health,STATE,CALIFORNIA,92190
ca,California Department of Public Health,STATE,CALIFORNIA,92191
ca,California Department of Public Health,STATE,CALIFORNIA,92192
ca,California Department of Public Health,STATE,CALIFORNIA,92193
ca,California Department of Public Health,STATE,CALIFORNIA,92194
ca,California Department of Public Health,STATE,CALIFORNIA,92195
ca,California Department of Public Health,STATE,CALIFORNIA,92196
ca,California Department of Public Health,STATE,CALIFORNIA,92197
ca,California Department of Public Health,STATE,CALIFORNIA,92198
ca,California Department of Public Health,STATE,CALIFORNIA,92199
chi,Chicago Department of Public Health,CITY,ILLINOIS,60007
Chr,Christiansted (Test),CITY,VIRGIN_ISLANDS,820
co,Colorado Department of Public Health and Environment,STATE,COLORADO,(null)
ct,Connecticut Department of Public Health,STATE,CONNECTICUT,(null)
dc,District of Columbia Department of Health,STATE,DISTRICT_OF_COLUMBIA,20002
de,Delaware Health and Social Services,STATE,DELAWARE,(null)
DED,Dededo,COUNTY,GUAM,96912
fl,Florida Department of Health,STATE,FLORIDA,(null)
ga,Georgia Department of Public Health,STATE,GEORGIA,30062
ga,Georgia Department of Public Health,STATE,GEORGIA,30066
gu,Guam Department of Public Health and Social Services,STATE,GUAM,(null)
hi,Hawaii Department of Health,STATE,HAWAII,(null)
ht,Houston Health Department,CITY,TEXAS,77001
ht,Houston Health Department,CITY,TEXAS,77002
ht,Houston Health Department,CITY,TEXAS,77003
ht,Houston Health Department,CITY,TEXAS,77004
ht,Houston Health Department,CITY,TEXAS,77005
ht,Houston Health Department,CITY,TEXAS,77006
ht,Houston Health Department,CITY,TEXAS,77007
ht,Houston Health Department,CITY,TEXAS,77008
ht,Houston Health Department,CITY,TEXAS,77009
ht,Houston Health Department,CITY,TEXAS,77010
ht,Houston Health Department,CITY,TEXAS,77011
ht,Houston Health Department,CITY,TEXAS,77012
ht,Houston Health Department,CITY,TEXAS,77013
ht,Houston Health Department,CITY,TEXAS,77014
ht,Houston Health Department,CITY,TEXAS,77015
ht,Houston Health Department,CITY,TEXAS,77016
ht,Houston Health Department,CITY,TEXAS,77017
ht,Houston Health Department,CITY,TEXAS,77018
ht,Houston Health Department,CITY,TEXAS,77019
ht,Houston Health Department,CITY,TEXAS,77020
ht,Houston Health Department,CITY,TEXAS,77021
ht,Houston Health Department,CITY,TEXAS,77022
ht,Houston Health Department,CITY,TEXAS,77023
ht,Houston Health Department,CITY,TEXAS,77024
ht,Houston Health Department,CITY,TEXAS,77025
ht,Houston Health Department,CITY,TEXAS,77026
ht,Houston Health Department,CITY,TEXAS,77027
ht,Houston Health Department,CITY,TEXAS,77028
ht,Houston Health Department,CITY,TEXAS,77029
ht,Houston Health Department,CITY,TEXAS,77030
ht,Houston Health Department,CITY,TEXAS,77031
ht,Houston Health Department,CITY,TEXAS,77032
ht,Houston Health Department,CITY,TEXAS,77033
ht,Houston Health Department,CITY,TEXAS,77034
ht,Houston Health Department,CITY,TEXAS,77035
ht,Houston Health Department,CITY,TEXAS,77036
ht,Houston Health Department,CITY,TEXAS,77037
ht,Houston Health Department,CITY,TEXAS,77038
ht,Houston Health Department,CITY,TEXAS,77039
ht,Houston Health Department,CITY,TEXAS,77040
ht,Houston Health Department,CITY,TEXAS,77041
ht,Houston Health Department,CITY,TEXAS,77042
ht,Houston Health Department,CITY,TEXAS,77043
ht,Houston Health Department,CITY,TEXAS,77044
ht,Houston Health Department,CITY,TEXAS,77045
ht,Houston Health Department,CITY,TEXAS,77046
ht,Houston Health Department,CITY,TEXAS,77047
ht,Houston Health Department,CITY,TEXAS,77048
ht,Houston Health Department,CITY,TEXAS,77049
ht,Houston Health Department,CITY,TEXAS,77050
ht,Houston Health Department,CITY,TEXAS,77051
ht,Houston Health Department,CITY,TEXAS,77052
ht,Houston Health Department,CITY,TEXAS,77053
ht,Houston Health Department,CITY,TEXAS,77054
ht,Houston Health Department,CITY,TEXAS,77055
ht,Houston Health Department,CITY,TEXAS,77056
ht,Houston Health Department,CITY,TEXAS,77057
ht,Houston Health Department,CITY,TEXAS,77058
ht,Houston Health Department,CITY,TEXAS,77059
ht,Houston Health Department,CITY,TEXAS,77060
ht,Houston Health Department,CITY,TEXAS,77061
ht,Houston Health Department,CITY,TEXAS,77062
ht,Houston Health Department,CITY,TEXAS,77063
ht,Houston Health Department,CITY,TEXAS,77064
ht,Houston Health Department,CITY,TEXAS,77065
ht,Houston Health Department,CITY,TEXAS,77066
ht,Houston Health Department,CITY,TEXAS,77067
ht,Houston Health Department,CITY,TEXAS,77068
ht,Houston Health Department,CITY,TEXAS,77069
ht,Houston Health Department,CITY,TEXAS,77070
ht,Houston Health Department,CITY,TEXAS,77071
ht,Houston Health Department,CITY,TEXAS,77072
ht,Houston Health Department,CITY,TEXAS,77073
ht,Houston Health Department,CITY,TEXAS,77074
ht,Houston Health Department,CITY,TEXAS,77075
ht,Houston Health Department,CITY,TEXAS,77076
ht,Houston Health Department,CITY,TEXAS,77077
ht,Houston Health Department,CITY,TEXAS,77078
ht,Houston Health Department,CITY,TEXAS,77079
ht,Houston Health Department,CITY,TEXAS,77080
ht,Houston Health Department,CITY,TEXAS,77081
ht,Houston Health Department,CITY,TEXAS,77082
ht,Houston Health Department,CITY,TEXAS,77083
ht,Houston Health Department,CITY,TEXAS,77084
ht,Houston Health Department,CITY,TEXAS,77085
ht,Houston Health Department,CITY,TEXAS,77086
ht,Houston Health Department,CITY,TEXAS,77087
ht,Houston Health Department,CITY,TEXAS,77088
ht,Houston Health Department,CITY,TEXAS,77089
ht,Houston Health Department,CITY,TEXAS,77090
ht,Houston Health Department,CITY,TEXAS,77091
ht,Houston Health Department,CITY,TEXAS,77092
ht,Houston Health Department,CITY,TEXAS,77093
ht,Houston Health Department,CITY,TEXAS,77094
ht,Houston Health Department,CITY,TEXAS,77095
ht,Houston Health Department,CITY,TEXAS,77096
ht,Houston Health Department,CITY,TEXAS,77097
ht,Houston Health Department,CITY,TEXAS,77098
ht,Houston Health Department,CITY,TEXAS,77099
ht,Houston Health Department,CITY,TEXAS,77201
ht,Houston Health Department,CITY,TEXAS,77202
ht,Houston Health Department,CITY,TEXAS,77203
ht,Houston Health Department,CITY,TEXAS,77204
ht,Houston Health Department,CITY,TEXAS,77205
ht,Houston Health Department,CITY,TEXAS,77206
ht,Houston Health Department,CITY,TEXAS,77207
ht,Houston Health Department,CITY,TEXAS,77208
ht,Houston Health Department,CITY,TEXAS,77209
ht,Houston Health Department,CITY,TEXAS,77210
ht,Houston Health Department,CITY,TEXAS,77212
ht,Houston Health Department,CITY,TEXAS,77213
ht,Houston Health Department,CITY,TEXAS,77215
ht,Houston Health Department,CITY,TEXAS,77216
ht,Houston Health Department,CITY,TEXAS,77217
ht,Houston Health Department,CITY,TEXAS,77218
ht,Houston Health Department,CITY,TEXAS,77219
ht,Houston Health Department,CITY,TEXAS,77220
ht,Houston Health Department,CITY,TEXAS,77221
ht,Houston Health Department,CITY,TEXAS,77222
ht,Houston Health Department,CITY,TEXAS,77223
ht,Houston Health Department,CITY,TEXAS,77224
ht,Houston Health Department,CITY,TEXAS,77225
ht,Houston Health Department,CITY,TEXAS,77226
ht,Houston Health Department,CITY,TEXAS,77227
ht,Houston Health Department,CITY,TEXAS,77228
ht,Houston Health Department,CITY,TEXAS,77229
ht,Houston Health Department,CITY,TEXAS,77230
ht,Houston Health Department,CITY,TEXAS,77231
ht,Houston Health Department,CITY,TEXAS,77233
ht,Houston Health Department,CITY,TEXAS,77234
ht,Houston Health Department,CITY,TEXAS,77235
ht,Houston Health Department,CITY,TEXAS,77236
ht,Houston Health Department,CITY,TEXAS,77237
ht,Houston Health Department,CITY,TEXAS,77238
ht,Houston Health Department,CITY,TEXAS,77240
ht,Houston Health Department,CITY,TEXAS,77241
ht,Houston Health Department,CITY,TEXAS,77242
ht,Houston Health Department,CITY,TEXAS,77243
ht,Houston Health Department,CITY,TEXAS,77244
ht,Houston Health Department,CITY,TEXAS,77245
ht,Houston Health Department,CITY,TEXAS,77248
ht,Houston Health Department,CITY,TEXAS,77249
ht,Houston Health Department,CITY,TEXAS,77251
ht,Houston Health Department,CITY,TEXAS,77252
ht,Houston Health Department,CITY,TEXAS,77253
ht,Houston Health Department,CITY,TEXAS,77254
ht,Houston Health Department,CITY,TEXAS,77255
ht,Houston Health Department,CITY,TEXAS,77256
ht,Houston Health Department,CITY,TEXAS,77257
ht,Houston Health Department,CITY,TEXAS,77258
ht,Houston Health Department,CITY,TEXAS,77259
ht,Houston Health Department,CITY,TEXAS,77261
ht,Houston Health Department,CITY,TEXAS,77262
ht,Houston Health Department,CITY,TEXAS,77263
ht,Houston Health Department,CITY,TEXAS,77265
ht,Houston Health Department,CITY,TEXAS,77266
ht,Houston Health Department,CITY,TEXAS,77267
ht,Houston Health Department,CITY,TEXAS,77268
ht,Houston Health Department,CITY,TEXAS,77269
ht,Houston Health Department,CITY,TEXAS,77270
ht,Houston Health Department,CITY,TEXAS,77271
ht,Houston Health Department,CITY,TEXAS,77272
ht,Houston Health Department,CITY,TEXAS,77273
ht,Houston Health Department,CITY,TEXAS,77274
ht,Houston Health Department,CITY,TEXAS,77275
ht,Houston Health Department,CITY,TEXAS,77277
ht,Houston Health Department,CITY,TEXAS,77279
ht,Houston Health Department,CITY,TEXAS,77280
ht,Houston Health Department,CITY,TEXAS,77281
ht,Houston Health Department,CITY,TEXAS,77282
ht,Houston Health Department,CITY,TEXAS,77284
ht,Houston Health Department,CITY,TEXAS,77287
ht,Houston Health Department,CITY,TEXAS,77288
ht,Houston Health Department,CITY,TEXAS,77289
ht,Houston Health Department,CITY,TEXAS,77290
ht,Houston Health Department,CITY,TEXAS,77291
ht,Houston Health Department,CITY,TEXAS,77292
ht,Houston Health Department,CITY,TEXAS,77293
ht,Houston Health Department,CITY,TEXAS,77297
ht,Houston Health Department,CITY,TEXAS,77298
ht,Houston Health Department,CITY,TEXAS,77299
ht,Houston Health Department,CITY,TEXAS,77327
ht,Houston Health Department,CITY,TEXAS,77336
ht,Houston Health Department,CITY,TEXAS,77338
ht,Houston Health Department,CITY,TEXAS,77339
ht,Houston Health Department,CITY,TEXAS,77345
ht,Houston Health Department,CITY,TEXAS,77346
ht,Houston Health Department,CITY,TEXAS,77354
ht,Houston Health Department,CITY,TEXAS,77355
ht,Houston Health Department,CITY,TEXAS,77357
ht,Houston Health Department,CITY,TEXAS,77362
ht,Houston Health Department,CITY,TEXAS,77365
ht,Houston Health Department,CITY,TEXAS,77373
ht,Houston Health Department,CITY,TEXAS,77375
ht,Houston Health Department,CITY,TEXAS,77377
ht,Houston Health Department,CITY,TEXAS,77379
ht,Houston Health Department,CITY,TEXAS,77380
ht,Houston Health Department,CITY,TEXAS,77381
ht,Houston Health Department,CITY,TEXAS,77382
ht,Houston Health Department,CITY,TEXAS,77386
ht,Houston Health Department,CITY,TEXAS,77388
ht,Houston Health Department,CITY,TEXAS,77389
ht,Houston Health Department,CITY,TEXAS,77396
ht,Houston Health Department,CITY,TEXAS,77401
ht,Houston Health Department,CITY,TEXAS,77406
ht,Houston Health Department,CITY,TEXAS,77407
ht,Houston Health Department,CITY,TEXAS,77429
ht,Houston Health Department,CITY,TEXAS,77433
ht,Houston Health Department,CITY,TEXAS,77447
ht,Houston Health Department,CITY,TEXAS,77449
ht,Houston Health Department,CITY,TEXAS,77450
ht,Houston Health Department,CITY,TEXAS,77459
ht,Houston Health Department,CITY,TEXAS,77477
ht,Houston Health Department,CITY,TEXAS,77478
ht,Houston Health Department,CITY,TEXAS,77484
ht,Houston Health Department,CITY,TEXAS,77489
ht,Houston Health Department,CITY,TEXAS,77493
ht,Houston Health Department,CITY,TEXAS,77494
ht,Houston Health Department,CITY,TEXAS,77498
ht,Houston Health Department,CITY,TEXAS,77502
ht,Houston Health Department,CITY,TEXAS,77503
ht,Houston Health Department,CITY,TEXAS,77504
ht,Houston Health Department,CITY,TEXAS,77505
ht,Houston Health Department,CITY,TEXAS,77506
ht,Houston Health Department,CITY,TEXAS,77507
ht,Houston Health Department,CITY,TEXAS,77520
ht,Houston Health Department,CITY,TEXAS,77521
ht,Houston Health Department,CITY,TEXAS,77523
ht,Houston Health Department,CITY,TEXAS,77530
ht,Houston Health Department,CITY,TEXAS,77532
ht,Houston Health Department,CITY,TEXAS,77535
ht,Houston Health Department,CITY,TEXAS,77536
ht,Houston Health Department,CITY,TEXAS,77545
ht,Houston Health Department,CITY,TEXAS,77546
ht,Houston Health Department,CITY,TEXAS,77547
ht,Houston Health Department,CITY,TEXAS,77562
ht,Houston Health Department,CITY,TEXAS,77565
ht,Houston Health Department,CITY,TEXAS,77571
ht,Houston Health Department,CITY,TEXAS,77573
ht,Houston Health Department,CITY,TEXAS,77581
ht,Houston Health Department,CITY,TEXAS,77584
ht,Houston Health Department,CITY,TEXAS,77586
ht,Houston Health Department,CITY,TEXAS,77587
ht,Houston Health Department,CITY,TEXAS,77598
ia,Iowa Department of Public Health,STATE,IOWA,(null)
id,Idaho Department of Health and Welfare,STATE,IDAHO,(null)
il,Illinois Department of Public Health,STATE,ILLINOIS,(null)
in,Indiana State Department of Health,STATE,INDIANA,(null)
ks,Kansas Department of Health and Environment,STATE,KANSAS,(null)
ky,Kentucky Cabinet for Health and Family Services,STATE,KENTUCKY,(null)
la,Louisiana Department of Health and Hospitals,STATE,LOUISIANA,(null)
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90001
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90002
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90003
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90004
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90005
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90006
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90007
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90008
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90009
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90010
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90011
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90012
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90013
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90014
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90015
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90016
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90017
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90018
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90019
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90020
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90021
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90022
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90023
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90024
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90025
